SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2017228N14314,2017,60,,,HARVEY,2017-08-16 06:00:00,DS,13.7,-45.8,25,1013,hurdat_atl,main,1209,1157,O_____________,hurdat_atl,AL092017,13.7000,-45.8000, ,LO,25,1013,-3, , , , , , , , , , , , ,1013,150,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,271
2017228N14314,2017,60,,,HARVEY,2017-08-16 09:00:00,DS,13.713,-46.5999, , , ,main,1157,1109,P_____________, ,AL092017,13.7130,-46.5999, ,LO,25,1011,-3, , , , , , , , , , , , ,1013,150,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,270
2017228N14314,2017,60,,,HARVEY,2017-08-16 12:00:00,DS,13.7,-47.4,25,1010,hurdat_atl,main,1109,1067,O_____________,hurdat_atl,AL092017,13.7000,-47.4000, ,LO,25,1010,-3, , , , , , , , , , , , ,1013,150,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,268
2017228N14314,2017,60,,,HARVEY,2017-08-16 15:00:00,DS,13.6497,-48.2001, , , ,main,1057,1018,P_____________, ,AL092017,13.6497,-48.2001, ,LO,25,1009,-3, , , , , , , , , , , , ,1013,150,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,266
2017228N14314,2017,60,,,HARVEY,2017-08-16 18:00:00,DS,13.6,-49.0,25,1009,hurdat_atl,main,1018,986,O_____________,hurdat_atl,AL092017,13.6000,-49.0000, ,LO,25,1009,-3, , , , , , , , , , , , ,1013,150,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,268
2017228N14314,2017,60,,,HARVEY,2017-08-16 21:00:00,DS,13.6074,-49.8148, , , ,main,986,948,P_____________, ,AL092017,13.6074,-49.8148, ,LO,25,1009,-3, , , , , , , , , , , , ,1012,135,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,270
2017228N14314,2017,60,,,HARVEY,2017-08-17 00:00:00,DS,13.6,-50.6,25,1010,hurdat_atl,main,948,908,O_____________,hurdat_atl,AL092017,13.6000,-50.6000, ,LO,25,1010,-3, , , , , , , , , , , , ,1012,120,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,267
2017228N14314,2017,60,,,HARVEY,2017-08-17 03:00:00,DS,13.5222,-51.315, , , ,main,908,874,P_____________, ,AL092017,13.5222,-51.3150, ,LO,25,1009,-3, , , , , , , , , , , , ,1012,120,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,262
2017228N14314,2017,60,,,HARVEY,2017-08-17 06:00:00,TS,13.4,-52.0,25,1008,hurdat_atl,main,874,847,O_____________,hurdat_atl,AL092017,13.4000,-52.0000, ,TD,25,1008,-1, , , , , , , , , , , , ,1012,120,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,258
2017228N14314,2017,60,,,HARVEY,2017-08-17 09:00:00,TS,13.2422,-52.6851, , , ,main,834,811,P_____________, ,AL092017,13.2422,-52.6851, ,TD,27,1008,-1, , , , , , , , , , , , ,1012,120,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,258
2017228N14314,2017,60,,,HARVEY,2017-08-17 12:00:00,TS,13.1,-53.4,30,1008,hurdat_atl,main,811,775,O_____________,hurdat_atl,AL092017,13.1000,-53.4000, ,TD,30,1008,-1, , , , , , , , , , , , ,1012,120,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,15,262
2017228N14314,2017,60,,,HARVEY,2017-08-17 15:00:00,TS,13.0274,-54.1849, , , ,main,767,702,P_____________, ,AL092017,13.0274,-54.1849, ,TD,32,1006,-1, , , , , , , , , , , , ,1012,120,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,266
2017228N14314,2017,60,,,HARVEY,2017-08-17 18:00:00,TS,13.0,-55.0,35,1004,hurdat_atl,main,702,631,O_____________,hurdat_atl,AL092017,13.0000,-55.0000, ,TS,35,1004,0,30, , ,30, , , , , , , , ,1012,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,16,269
2017228N14314,2017,60,,,HARVEY,2017-08-17 21:00:00,TS,12.9921,-55.7849, , , ,main,622,543,P_____________, ,AL092017,12.9921,-55.7849, ,TS,37,1003,0,40, , ,40, , , , , , , , ,1011,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,270
2017228N14314,2017,60,,,HARVEY,2017-08-18 00:00:00,TS,13.0,-56.6,40,1003,hurdat_atl,main,543,469,O_____________,hurdat_atl,AL092017,13.0000,-56.6000, ,TS,40,1003,0,50, , ,50, , , , , , , , ,1010,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,30, , ,30,17,270
2017228N14314,2017,60,,,HARVEY,2017-08-18 03:00:00,TS,12.9862,-57.4859, , , ,main,459,390,P_____________, ,AL092017,12.9862,-57.4859, ,TS,40,1003,0,50, , ,50, , , , , , , , ,1010,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,45, , ,45,18,270
2017228N14314,2017,60,,,HARVEY,2017-08-18 06:00:00,TS,13.0,-58.4,40,1004,hurdat_atl,main,382,332,O_____________,hurdat_atl,AL092017,13.0000,-58.4000, ,TS,40,1004,0,50, , ,50, , , , , , , , ,1010,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,60, , ,60,18,273
2017228N14314,2017,60,,,HARVEY,2017-08-18 09:00:00,TS,13.0822,-59.2799, , , ,main,326,308,P_____________, ,AL092017,13.0822,-59.2799, ,TS,40,1004,0,50, , ,50, , , , , , , , ,1010,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60, , ,60,18,275
2017228N14314,2017,60,,CS,HARVEY,2017-08-18 10:00:00,TS,13.1,-59.6,40,1004,hurdat_atl,main,308,282,V_____________,hurdat_atl,AL092017,13.1000,-59.6000,L,TS,40,1004,0,50, , ,50, , , , , , , , ,1010,120,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60, , ,60,20,271
2017228N14314,2017,60,,CS,HARVEY,2017-08-18 12:00:00,TS,13.1,-60.3,40,1004,hurdat_atl,main,279,269,O_____________,hurdat_atl,AL092017,13.1000,-60.3000, ,TS,40,1004,0,60, , ,60, , , , , , , , ,1010,120,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,60, , ,60,19,274
2017228N14314,2017,60,,CS,HARVEY,2017-08-18 15:00:00,TS,13.2,-61.2,40,1004,hurdat_atl,main,279,279,V_____________,hurdat_atl,AL092017,13.2000,-61.2000,L,TS,40,1004,0,60, , ,60, , , , , , , , ,1010,120,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,67, , ,60,19,273
2017228N14314,2017,60,,CS,HARVEY,2017-08-18 18:00:00,TS,13.2,-62.2,35,1005,hurdat_atl,main,279,279,O_____________,hurdat_atl,AL092017,13.2000,-62.2000, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1010,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,75, , ,60,19,273
2017228N14314,2017,60,,CS,HARVEY,2017-08-18 21:00:00,TS,13.286,-63.1271, , , ,main,291,291,P_____________, ,AL092017,13.2860,-63.1271, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1009,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,112, , ,60,18,277
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 00:00:00,TS,13.4,-64.0,35,1005,hurdat_atl,main,313,313,O_____________,hurdat_atl,AL092017,13.4000,-64.0000, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1009,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,150, , ,60,17,276
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 03:00:00,TS,13.4496,-64.8502, , , ,main,322,322,P_____________, ,AL092017,13.4496,-64.8502, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1008,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,105, , ,52,17,273
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 06:00:00,TS,13.5,-65.7,35,1005,hurdat_atl,main,326,324,O_____________,hurdat_atl,AL092017,13.5000,-65.7000, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1008,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,60, , ,45,17,275
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 09:00:00,TS,13.5998,-66.5999, , , ,main,332,293,P_____________, ,AL092017,13.5998,-66.5999, ,TS,32,1005,-1, , , , , , , , , , , , ,1008,110,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60, , ,52,18,277
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 12:00:00,TS,13.7,-67.5,30,1006,hurdat_atl,main,293,249,O_____________,hurdat_atl,AL092017,13.7000,-67.5000, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,100,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,60, , ,60,17,275
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 15:00:00,TS,13.7496,-68.3502, , , ,main,241,204,P_____________, ,AL092017,13.7496,-68.3502, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,100,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,273
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 18:00:00,DS,13.8,-69.2,30,1007,hurdat_atl,main,204,191,O_____________,hurdat_atl,AL092017,13.8000,-69.2000, ,WV,30,1007,-3, , , , , , , , , , , , ,1009,100,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,17,275
2017228N14314,2017,60,,CS,HARVEY,2017-08-19 21:00:00,DS,13.8922,-70.085, , , ,main,201,190,P_____________, ,AL092017,13.8922,-70.0850, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,277
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 00:00:00,DS,14.0,-71.0,30,1007,hurdat_atl,main,187,179,O_____________,hurdat_atl,AL092017,14.0000,-71.0000, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,18,277
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 03:00:00,DS,14.0995,-71.9276, , , ,main,191,191,P_____________, ,AL092017,14.0995,-71.9276, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,276
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 06:00:00,DS,14.2,-72.9,30,1007,hurdat_atl,main,234,234,O_____________,hurdat_atl,AL092017,14.2000,-72.9000, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,180,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,276
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 09:00:00,DS,14.2925,-73.9576, , , ,main,305,305,P_____________, ,AL092017,14.2925,-73.9576, ,WV,30,1006,-3, , , , , , , , , , , , ,1008,165,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,276
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 12:00:00,DS,14.4,-75.0,30,1006,hurdat_atl,main,368,368,O_____________,hurdat_atl,AL092017,14.4000,-75.0000, ,WV,30,1006,-3, , , , , , , , , , , , ,1009,150,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,277
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 15:00:00,DS,14.5344,-75.9226, , , ,main,381,338,P_____________, ,AL092017,14.5344,-75.9226, ,WV,30,1006,-3, , , , , , , , , , , , ,1009,135,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,280
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 18:00:00,DS,14.7,-76.8,30,1007,hurdat_atl,main,338,316,O_____________,hurdat_atl,AL092017,14.7000,-76.8000, ,WV,30,1007,-3, , , , , , , , , , , , ,1010,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,281
2017228N14314,2017,60,,CS,HARVEY,2017-08-20 21:00:00,DS,14.8771,-77.6928, , , ,main,317,314,P_____________, ,AL092017,14.8771,-77.6928, ,WV,27,1007,-3, , , , , , , , , , , , ,1010,120,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,283
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 00:00:00,DS,15.1,-78.6,25,1007,hurdat_atl,main,327,324,O_____________,hurdat_atl,AL092017,15.1000,-78.6000, ,WV,25,1007,-3, , , , , , , , , , , , ,1010,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,286
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 03:00:00,DS,15.3771,-79.5352, , , ,main,334,300,P_____________, ,AL092017,15.3771,-79.5352, ,WV,25,1007,-3, , , , , , , , , , , , ,1010,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,288
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 06:00:00,DS,15.7,-80.5,25,1008,hurdat_atl,main,289,213,O_____________,hurdat_atl,AL092017,15.7000,-80.5000, ,WV,25,1008,-3, , , , , , , , , , , , ,1010,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,289
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 09:00:00,DS,16.027,-81.4855, , , ,main,204,162,P_____________, ,AL092017,16.0270,-81.4855, ,WV,25,1008,-3, , , , , , , , , , , , ,1011,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,290
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 12:00:00,DS,16.4,-82.5,25,1008,hurdat_atl,main,156,140,O_____________,hurdat_atl,AL092017,16.4000,-82.5000, ,WV,25,1008,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,292
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 15:00:00,DS,16.8499,-83.5648, , , ,main,134,134,P_____________, ,AL092017,16.8499,-83.5648, ,WV,25,1008,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,294
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 18:00:00,DS,17.3,-84.6,25,1008,hurdat_atl,main,157,156,O_____________,hurdat_atl,AL092017,17.3000,-84.6000, ,WV,25,1008,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,293
2017228N14314,2017,60,,CS,HARVEY,2017-08-21 21:00:00,DS,17.6721,-85.5529, , , ,main,201,149,P_____________, ,AL092017,17.6721,-85.5529, ,WV,25,1008,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,292
2017228N14314,2017,60,,CS,HARVEY,2017-08-22 00:00:00,DS,18.0,-86.4,25,1008,hurdat_atl,main,149,71,O_____________,hurdat_atl,AL092017,18.0000,-86.4000, ,WV,25,1008,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,292
2017228N14314,2017,60,,CS,HARVEY,2017-08-22 03:00:00,DS,18.2922,-87.1604, , , ,main,62,0,P_____________, ,AL092017,18.2922,-87.1604, ,WV,25,1008,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,294
2017228N14314,2017,60,,,HARVEY,2017-08-22 06:00:00,DS,18.6,-87.8,25,1009,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL092017,18.6000,-87.8000, ,WV,25,1009,-3, , , , , , , , , , , , ,1012,120,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,302
